level_0,index,Artists,Title
1308,2947,A$AP Rocky ,Bad Company
1309,1632,French Montana ,No Shopping
1310,5335,Tory Lanez ,Forever
1311,9208,Don Toliver ,Crossfaded
1312,8276,ROZES ,Christmas (Baby Please Come Home)
1313,1265,Doja Cat ,Juicy
1314,8531,Eminem ,These Demons
1315,2610,Justin Bieber ,Life Is Worth Living
1316,4289,CAZZETTE ,Blind Heart
1317,5055,Isaiah Rashad ,Lay Wit Ya
1318,8534,David Bowie ,Queen Bitch  1999 Remastered Version
1319,1003,O.T. Genasis ,Cut It
1320,2394,Bad Bunny ,Un Verano Sin Ti
1321,1533,Meghan Trainor ,Me Too
1322,10847,JAY,Z  Dirt Off Your Shoulder
1323,9856,Janelle Monáe ,I Got The Juice
1324,6930,Mayar Jenisk ,Longing Heart
1325,5408,Shawn Mendes ,Teach Me How To Love
1326,2816,Jeremih ,Pass Dat
1327,1717,Thomas Rhett ,TShirt
1328,570,Kane Brown ,What Ifs
1329,1765,OneRepublic ,Rescue Me
1330,7026,Hozier ,Nina Cried Power
1331,2546,J. Cole ,The Climb Back
1332,4932,Tory Lanez ,MiAMi
1333,671,Luke Combs ,Beer Never Broke My Heart
1334,9650,Maggie Rogers ,Anywhere With You
1335,5283,Don Toliver ,Drugs N Hella Melodies
1336,550,Juice WRLD ,Hate The Other Side
1337,10652,Tim McGraw ,Meanwhile Back At Mama's
1338,8115,Birdy ,Skinny Love
1339,8536,A Boogie Wit da Hoodie ,R.O.D.
1340,8123,Red Hot Chili Peppers ,The Getaway
1341,6081,The Lumineers ,Angela
1342,6569,Bon Iver ,22 (OVER S∞∞N)
1343,3055,BTS ,Make It Right
1344,3505,Morgan Wallen ,Your Bartender
1345,2203,Mac Miller ,Blue World
1346,177,Kendrick Lamar ,All The Stars
1347,2693,Labrinth ,Formula
1348,9518,Bebe Rexha ,Not 20 Anymore
1349,6892,Gunna ,Style Stealer (Lil Baby & Gunna)
1350,5877,The 1975 ,Give Yourself A Try
1351,6181,Bad Bunny ,Otra Noche en Miami
1352,4966,Lil Baby ,Still Runnin
1353,2325,"Earth, Wind & Fire ",September
1354,9287,Mitski ,Should've Been Me
1355,2188,Don Toliver ,Had Enough
1356,5273,$uicideboy$ ,In Constant Sorrow
1357,5586,Mac Miller ,Small Worlds
1358,10232,Paramore ,Fake Happy
1359,10867,Imagine Dragons ,The Fall
1360,9069,Chelsea Cutler ,please
1361,6178,Bon Iver ,715  CR∑∑KS
1362,3893,Young Thug ,What's the Move
1363,2385,Morgan Wallen ,Warning
1364,4777,Halsey ,3am
1365,2358,Kanye West ,Violent Crimes
1366,2282,Calvin Harris ,Giant
1367,10596,Solange ,Rise
1368,10864,Madonna ,Iconic
1369,5550,Gunna ,too easy (Remix)
1370,3623,DLOW ,Bet You Can't Do It Like Me
1371,2672,Ty Dolla $ign ,Campaign
1372,10768,Migos ,Pipe It Up
1373,4789,Future ,No Cap
1374,4501,OMI ,Cheerleader  Felix Jaehn vs Salaam Remi Remix
1375,10395,Iggy Azalea ,Iggy SZN
1376,4976,Khalid ,American Teen
1377,2829,Drake ,Final Fantasy
1378,5689,Young Thug ,Light It Up
1379,9811,Catie Turner ,God Must Hate Me
1380,3029,One Direction ,End of the Day
1381,1020,Eminem ,The Real Slim Shady
1382,4824,Logic ,Lord Willin'
1383,2078,Lil Uzi Vert ,Do What I Want
1384,2717,Shawn Hook ,Reminding Me
1385,2006,Drake ,Ice Melts
1386,4928,Bad Bunny ,200 Mph
1387,8191,Ugly God ,No Lies
1388,4204,Future ,Over Your Head
1389,9706,Tory Lanez ,Old Friends x New Foes
1390,436,Bad Bunny ,Ojitos Lindos
1391,5235,Run The Jewels ,JU$T
1392,257,Mac Miller ,The Spins
1393,1588,Cardi B ,Drip
1394,9735,A$AP Ferg ,No Ceilings
1395,1646,Fetty Wap ,Wake Up
1396,1850,One Direction ,Night Changes
1397,6550,Future ,Stick to the Models
1398,2046,Auli'i Cravalho ,How Far I'll Go
1399,186,Kendrick Lamar ,Money Trees
1400,706,J. Cole ,m y . l i f e
1401,3691,Bing Crosby ,Twelve Days Of Christmas
1402,9054,BTS ,Butter (Instrumental)
1403,8433,French Montana ,Out Of Your Mind
1404,2623,SleazyWorld Go ,Sleazy Flow
1405,2196,Bebe Rexha ,Last Hurrah
1406,1677,BLACKPINK ,Ice Cream
1407,5023,Ed Sheeran ,I Don't Want Your Money
1408,612,Ed Sheeran ,Castle on the Hill
1409,9128,A Boogie Wit da Hoodie ,4 Min Convo (Favorite Song)
1410,25,Billie Eilish ,lovely
1411,2402,Lil Baby ,California Breeze
1412,8412,DNCE ,Body Moves
1413,8695,j,hope  Pandora's Box
1414,7463,Tory Lanez ,Pricey & Spicy
1415,5853,Trippie Redd ,Never Change
1416,3314,Justin Bieber ,Honest
1417,7371,Florida Georgia Line ,Drinkin' Beer. Talkin' God. Amen.
1418,6584,Lil Pump ,Ok
1419,3706,DJ Khaled ,Gold Slugs
1420,4697,Jake Owen ,Made For You
1421,247,Justin Bieber ,Intentions
1422,6121,6ix9ine ,DUMMY
1423,4010,The Kid LAROI ,"F*CK YOU, GOODBYE"
1424,10910,Kaskade ,A Little More
1425,6208,Don Toliver ,Way Bigger
1426,2704,Harry Styles ,Cherry
1427,9276,Bobby Shmurda ,No Time For Sleep (Freestyle)
1428,7285,French Montana ,Figure it Out
1429,5471,Future ,RACKS BLUE
1430,4387,Post Malone ,When I’m Alone
1431,4140,Wilbur Soot ,Your New Boyfriend
1432,9795,Sam Smith ,I Feel Love
1433,10245,Calum Scott ,You Are The Reason
1434,7639,Logic ,Call Me
1435,8804,Agust D ,Burn It
1436,9372,Belly ,Immigrant
1437,4972,Lil Skies ,Nowadays Pt. 2
1438,1145,Jhay Cortez ,No Me Conoce  Remix
1439,6603,Fiona Apple ,I Want You To Love Me
1440,5910,Nelly Furtado ,Maneater
1441,4735,Dreamville ,Wells Fargo
1442,1010,The Weeknd ,Take My Breath
1443,1097,Demi Lovato ,Tell Me You Love Me
1444,9715,Mark Ronson ,Pieces of Us
1445,8041,Big Sean ,Outro
1446,3988,Tory Lanez ,Temperature Rising
1447,1541,Demi Lovato ,Confident
1448,528,WALK THE MOON ,Shut Up and Dance
1449,10415,Handsome Ghost ,Steps
1450,8358,Keyliu ,A Little House on the River
1451,6716,$uicideboy$ ,Champagne Face
1452,3540,The Weeknd ,Starry Eyes
1453,1944,Zara Larsson ,I Would Like
1454,2655,G,Eazy  Random
1455,5710,Mumford & Sons ,Wilder Mind
1456,8772,ScHoolboy Q ,Ride Out
1457,3484,Migos ,Give No Fxk
1458,1724,Ty Dolla $ign ,Blasé
1459,9296,Maroon 5 ,Happy Christmas (War Is Over)
1460,251,A$AP Ferg ,Plain Jane
1461,9124,Lovejoy ,It's All Futile! It's All Pointless!
1462,7109,2 Chainz ,Bounce
1463,9849,Kevin Abstract ,Peach
1464,8885,Tom Petty and the Heartbreakers ,Here Comes My Girl
1465,10628,Meghan Trainor ,Better
1466,5539,5 Seconds of Summer ,Girls Talk Boys
1467,131,Drake ,Laugh Now Cry Later
1468,264,Roddy Ricch ,High Fashion
1469,4516,Lana Del Rey ,Young And Beautiful
1470,10787,Sam Smith ,Stay With Me  Darkchild Version
1471,5526,Thomas Rhett ,Make Me Wanna
1472,3977,The Chainsmokers ,Beach House
1473,1356,Billie Eilish ,Your Power
1474,110,Harry Styles ,Adore You
1475,7832,Baxuz ,Future
1476,5210,XXXTENTACION ,Introduction
1477,8434,The Lumineers ,BIRTHDAY
1478,6168,Chris Brown ,High End
1479,5012,Kendrick Lamar ,Hood Politics
1480,3693,Taylor Swift ,Fearless (Taylor’s Version)
1481,6927,Bryson Tiller ,Keep Doing What You're Doing
1482,9213,Swedish House Mafia ,Lifetime
1483,580,Billie Eilish ,i love you
1484,6808,Mumford & Sons ,Only Love
1485,1932,Giveon ,For Tonight
1486,1875,Eminem ,Greatest
1487,2637,Kris Kross Amsterdam ,Whenever
1488,9112,DJ Khaled ,THIS IS MY YEAR
1489,2145,WhoHeem ,Lets Link
1490,3155,Kanye West ,Wash Us In The Blood
1491,3808,Jason Derulo ,If I'm Lucky
1492,7269,XXXTENTACION ,NorthStar  Remix
1493,9191,A Boogie Wit da Hoodie ,Girls Go Down
1494,1332,Kungs ,This Girl  Kungs Vs. Cookin' On 3 Burners
1495,3996,Kanye West ,Freestyle 4
1496,5690,Jonas Brothers ,Strangers
1497,6061,Trippie Redd ,Supernatural
1498,5926,Lil Wayne ,Know You Know (ft. 2 Chainz)
1499,7678,Sia ,Together
1500,1454,Bad Bunny ,Si Veo a Tu Mamá
1501,6878,City Girls ,JT First Day Out
1502,7701,DJ Khaled ,Big Boy Talk
1503,8519,Rick Ross ,Apple of My Eye
1504,9909,Blake Shelton ,She's Got a Way With Words
1505,8444,Hayden James ,Something About You
1506,2187,SZA ,Snooze
1507,7223,Logic ,Legacy
1508,888,Olivia Rodrigo ,enough for you
1509,2630,Childish Gambino ,Feels Like Summer
1510,7004,Tom Petty and the Heartbreakers ,Learning To Fly
1511,9588,Summer Walker ,Me
1512,10233,Carlie Hanson ,Only One
1513,4916,Ski Mask The Slump God ,LA LA
1514,9852,iann dior ,Darkside
1515,4971,GASHI ,Creep On Me
1516,4616,Lil Nas X ,LIFE AFTER SALEM
1517,20,XXXTENTACION ,Fuck Love
1518,8075,Future ,Walk On Minks
1519,7399,Miley Cyrus ,We Can't Stop
1520,3129,Mora ,Volando  Remix
1521,10543,D'Angelo ,Another Life
1522,10327,Robin Schulz ,OK
1523,2986,Mike WiLL Made,It  Gucci On My
1524,2233,Nelly Furtado ,Promiscuous
1525,4024,Future ,100 Shooters
1526,10174,Whethan ,High (& Dua Lipa)
1527,7606,Lil Pump ,What U Sayin'
1528,5801,Migos ,Made Men
1529,1300,Internet Money ,Blastoff
1530,9481,Quality Control ,"Intro (Migos, Lil Yachty feat. Gucci Mane)"
1531,9718,Ronny J ,Banded Up
1532,7420,NF ,STORY
1533,9875,Nas ,Nobody
1534,3991,Rae Sremmurd ,By Chance
1535,8158,Pentatonix ,Can't Sleep Love
1536,5868,PinkPantheress ,Break It Off
1537,1317,Donny Hathaway ,This Christmas
1538,4309,Lil Baby ,Forever
1539,10025,Majid Jordan ,Stars Align
1540,3711,Alexander 23 ,IDK You Yet
1541,2877,Nicki Minaj ,Barbie Tingz
1542,10587,The Lumineers ,Sick In The Head
1543,9423,Justin Timberlake ,Livin' Off the Land
1544,5542,Meek Mill ,Oodles O' Noodles Babies
1545,5907,Anuel AA ,El Manual
1546,4325,Britney Spears ,Pretty Girls
1547,4373,Michael Bublé ,Cold December Night
1548,8659,Giveon ,Let Me Go
1549,4938,Summer Walker ,Stretch You Out
1550,2977,Huncho Jack ,Modern Slavery
1551,10291,Florence + The Machine ,Ship To Wreck
1552,925,Lil Baby ,Freestyle
1553,5899,Chris Stapleton ,Either Way
1554,9132,Alicia Keys ,If I Ain't Got You
1555,7300,Bill Withers ,Lean on Me
1556,7429,Taylor Swift ,You Belong With Me
1557,7730,Kygo ,Dancing Feet
1558,3118,Lil Uzi Vert ,Chrome Heart Tags
1559,5515,Quavo ,HUNCHO DREAMS
1560,2498,Post Malone ,Internet
1561,5953,Thomas Rhett ,What’s Your Country Song
1562,6994,Eminem ,Book of Rhymes
1563,1420,Maluma ,Hawái
1564,4270,Taylor Swift ,Forever & Always (Taylor’s Version)
1565,157,DJ Khaled ,I'm the One
1566,5822,Fall Out Boy ,"Sugar, We're Goin Down"
1567,2200,Lil Pump ,Butterfly Doors
1568,7053,Joyner Lucas ,The War
1569,1682,Travis Scott ,CAROUSEL
1570,4765,Selena Gomez ,Crowded Room
1571,8515,ODESZA ,Forgive Me
1572,3813,Kanye West ,Ok Ok pt 2
1573,7444,Kay Starr ,(Everybody's Waitin' For) The Man With The Bag  Remastered 1996
1574,1826,Billie Eilish ,listen before i go
1575,842,Bad Bunny ,Vete
1576,5389,Chris Stapleton ,Broken Halos
1577,2755,Ed Sheeran ,Barcelona
1578,6377,ScHoolboy Q ,Water
1579,3634,Eminem ,In Too Deep
1580,10941,Justin Timberlake ,Not a Bad Thing
1581,6579,Luke Combs ,New Every Day
1582,8082,Jordi Rivera ,ON THAT ASS
1583,2731,JID ,Surround Sound
1584,10738,David Bowie ,Blue Jean  1999 Remastered Version
1585,9969,Miley Cyrus ,Hate Me
1586,744,A Boogie Wit da Hoodie ,Startender
1587,7054,Future ,Freak Hoe
1588,5525,BLACKPINK ,Hard to Love
1589,4629,Lana Del Rey ,Mariners Apartment Complex
1590,1508,Fetty Wap ,RGF Island
1591,7888,Paul Simon ,Me and Julio Down by the Schoolyard
1592,6740,Vince Staples ,Yeah Right
1593,4869,Playboi Carti ,Go2DaMoon
1594,4463,Miguel ,Coffee
1595,5427,Pop Smoke ,Genius
1596,9310,King Von ,Trust Nothing
1597,6180,Calvin Harris ,Obsessed
1598,10388,Purity Ring ,heartsigh
1599,3167,Huncho Jack ,Black & Chinese
1600,276,Adele ,Hello
1601,3823,Kenny Chesney ,American Kids
1602,9896,Chris Brown ,Back To Love
1603,10350,Mike Perry ,Inside the Lines
1604,581,Kodak Black ,Codeine Dreaming
1605,5264,Machine Gun Kelly ,concert for aliens
1606,9056,Prince ,A Case of You
1607,8959,Porter Robinson ,Get Your Wish
1608,10102,Wiz Khalifa ,Bammer
1609,6424,Future ,Unicorn Purp
1610,3972,Polo G ,Don’t Play
1611,3716,Drake ,Not You Too
1612,7255,Juice WRLD ,She’s The One
1613,4512,Kid Cudi ,4 Da Kidz
1614,9774,Chelsea Cutler ,Lonely Alone
1615,10615,The All,American Rejects  Move Along
1616,7431,Isaiah Rashad ,Darkseid
1617,5504,Sam Hunt ,Downtown's Dead
1618,10062,Louis The Child ,Big Love
1619,1592,Drake ,Feel No Ways
1620,10749,T.I. ,Peanut Butter Jelly
1621,2292,Sabrina Carpenter ,Thumbs
1622,66,24kGoldn ,Mood
1623,5897,Gucci Mane ,Cold Shoulder
1624,10580,David Bowie ,Ashes to Ashes
1625,1661,Juice WRLD ,Make Believe
1626,2490,Lauv ,There's No Way
1627,2427,Charlie Puth ,Done for Me
1628,4180,Drake ,War
1629,8992,Pentatonix ,Hark! The Herald Angels Sing
1630,6799,Twenty One Pilots ,Redecorate
1631,6282,Chance the Rapper ,Get A Bag
1632,1857,Skrillex ,Would You Ever
1633,7649,NAV ,Friends & Family
1634,6480,NAV ,Dead Shot
1635,7107,Luke Combs ,On the Other Line
1636,8010,Beck ,Heart Is A Drum
1637,368,DJ Khaled ,POPSTAR
1638,9449,A Boogie Wit da Hoodie ,Notifications
1639,3532,A$AP Rocky ,Cocky
1640,8760,Young Thug ,U Ain't Slime Enough
1641,4744,Jeremih ,Tonight Belongs To U!
1642,7492,Trippie Redd ,Everything BoZ
1643,10120,The Strokes ,At The Door
1644,2379,Morgan Wallen ,Dangerous
1645,5667,Childish Gambino ,Zombies
1646,10693,Big Grams ,Goldmine Junkie
1647,8926,Zach Bryan ,Cold Damn Vampires
1648,1517,Passenger ,Let Her Go
1649,619,Future ,Where Ya At
1650,10328,John Mayer ,Still Feel Like Your Man
1651,602,Bad Bunny ,Callaita
1652,3866,24kGoldn ,"Mood (Remix) feat. Justin Bieber, J Balvin & iann dior"
1653,8170,Earl Sweatshirt ,December 24
1654,8694,Lil Yachty ,DAS CAP
1655,1207,The Weeknd ,Six Feet Under
1656,10484,blink,182  Teenage Satellites
1657,8797,Pi’erre Bourne ,Switching Lanes
1658,7679,Ryan Adams ,Bad Blood
1659,9111,ODESZA ,Line Of Sight
1660,10630,Meek Mill ,Tony Story 3
1661,2434,Arcángel ,La Jumpa
1662,4333,Thomas Rhett ,Life Changes
1663,9029,Rich Brian ,Amen
1664,9784,Hozier ,Moment's Silence (Common Tongue)
1665,5619,Cole Swindell ,Flatliner
1666,7170,Playboi Carti ,Not PLaying
1667,8184,Prxxy ,Sunset
1668,4494,Polo G ,My All
1669,7417,BLACKPINK ,Ready For Love
1670,1103,Ed Sheeran ,Cross Me
1671,2093,Ski Mask The Slump God ,Foot Fungus
1672,3204,Lil Uzi Vert ,UnFazed
1673,973,Childish Gambino ,3005
1674,5070,Machine Gun Kelly ,kiss kiss
1675,6191,Tyga ,Feel Me
1676,1452,Noah Cyrus ,Make Me (Cry)
1677,8954,Galantis ,In My Head
1678,9664,Tems ,Found
1679,10363,The xx ,A Violent Noise
1680,3271,Drake ,The Remorse
1681,4832,Billie Eilish ,Everybody Dies
1682,5301,Juice WRLD ,My Life In A Nutshell
1683,7509,Halsey ,929
1684,4940,Migos ,Danger
1685,10436,Vince Gill ,Have Yourself A Merry Little Christmas
1686,9398,Russ ,AINT GOIN BACK
1687,4391,Juice WRLD ,Make It Back
1688,9891,Hozier ,Jackie and Wilson
1689,8753,One Direction ,They Don't Know About Us
1690,7403,Jeremy Zucker ,not ur friend
1691,10566,Ledinsky ,DonaldTrumpMakesMeWannaSmokeCrack
1692,235,Khalid ,Talk
1693,6111,Migos ,Work Hard
1694,9042,Chris Brown ,Bitches N Marijuana
1695,9344,Thomas Rhett ,Up
1696,8162,Calvin Harris ,Open Wide
1697,10074,Kodak Black ,Remember The Times
1698,1521,Khalid ,Outta My Head
1699,632,Juice WRLD ,Smile
1700,7939,DJ Khaled ,It's Secured
1701,4042,Lil Wayne ,Perfect Strangers
1702,8995,Summer Walker ,White Tee
1703,10521,Coldplay ,Clocks
1704,6131,BLACKPINK ,You Never Know
1705,8820,Hozier ,Swan Upon Leda
1706,10184,Thirty Seconds To Mars ,Love Is Madness
1707,5117,A$AP Rocky ,Distorted Records
1708,5536,BROCKHAMPTON ,J'OUVERT
1709,10168,Snakehips ,Either Way
1710,10249,The All,American Rejects  Sweat
1711,2168,Drake ,IMY2
1712,6084,21 Savage ,Emergency
1713,7750,Tove Lo ,Influence
1714,1386,Jason Derulo ,If It Ain't Love
1715,2305,MiC LOWRY ,Oh Lord
1716,5165,Kelsea Ballerini ,Better Luck Next Time
1717,10531,G,Eazy  Still
1718,6754,The Game ,On Me
1719,1993,Gucci Mane ,Rumors
1720,5146,Taylor Swift ,Bye Bye Baby (Taylor’s Version) (From The Vault)
1721,5685,Sam Smith ,The Thrill Of It All
1722,5819,Dierks Bentley ,Beers On Me
1723,7766,YG ,Blood Walk
1724,4344,The Chainsmokers ,Don't Say
1725,2134,The Weeknd ,Is There Someone Else?
1726,6571,BTS ,So What
1727,8633,Troye Sivan ,Angel Baby
1728,9933,Tyga ,Money Mouf
1729,4403,Juice WRLD ,Big
1730,2043,DUSTY LOCANE ,ROLLIN N CONTROLLIN FREESTYLE
1731,8665,Hayley Kiyoko ,What I Need
1732,2912,Fifth Harmony ,BO$$
1733,1599,Frank Ocean ,Chanel
1734,10391,MC Ty ,Jingle Bell Rock
1735,10906,E,40  Choices (Yup)
1736,3543,Morgan Wallen ,Outlaw
1737,4103,French Montana ,A Lie
1738,1158,Drake ,Champagne Poetry
1739,4003,Andrew Gold ,"Spooky, Scary Skeletons  Undead Tombstone Remix"
1740,6134,Future ,One Of My
1741,10045,Major Lazer ,My Number
1742,961,Taylor Swift ,august
1743,1230,Diane Guerrero ,What Else Can I Do?
1744,9159,The Chainsmokers ,Riptide
1745,10784,New Politics ,Girl Crush
1746,1559,Drake ,Behind Barz  Bonus
1747,10256,Bebe Rexha ,(Not) The One
1748,782,Taylor Swift ,Lover
1749,4595,Bad Bunny ,<3
1750,9910,$uicideboy$ ,"10,000 Degrees"
1751,10339,Years & Years ,Desire  Gryffin Remix
1752,1221,Kendrick Lamar ,Alright
1753,8791,Demi Lovato ,SKIN OF MY TEETH
1754,4462,Belly ,Better Believe
1755,7197,Melanie Martinez ,Drama Club
1756,4721,Andrew Andraos ,Amazing Grace
1757,475,Olivia Rodrigo ,happier
1758,6444,J Balvin ,CUIDAO POR AHÍ
1759,7434,$uicideboy$ ,Degeneration in the Key of A Minor
1760,7176,The 1975 ,If You’re Too Shy (Let Me Know)  Edit
1761,8922,Meek Mill ,Outside (100 MPH)
1762,2284,Jon Pardi ,Dirt On My Boots
1763,4783,John Mayer ,Shot in the Dark
1764,10930,Lil Wayne ,Love Me
1765,5925,Flo Rida ,Once In A Lifetime
1766,6899,Lil Baby ,Can't Explain
1767,5632,Lana Del Rey ,How to disappear
1768,4419,Imagine Dragons ,Shots
1769,6445,Childish Gambino ,Baby Boy
1770,9765,Tee Grizzley ,In My Feelings
1771,7570,Vicente Fernández ,Mujeres Divinas
1772,6003,John Mayer ,Shouldn't Matter but It Does
1773,1745,Young Thug ,Bubbly
1774,8202,XXXTENTACION ,FUXK
1775,9677,Vampire Weekend ,How Long?
1776,6112,Shawn Mendes ,Why
1777,5047,DaBaby ,SAD SH*T
1778,296,JP Saxe ,If The World Was Ending
1779,7332,H.E.R. ,Could've Been
1780,1894,Drake ,Live From The Gutter
1781,9902,Russ ,Private
1782,124,Polo G ,Pop Out
1783,4610,G,Eazy  Drop
1784,9796,BTS ,Answer : Love Myself
1785,6728,Lil Tecca ,Our Time
1786,172,Juice WRLD ,Lean Wit Me
1787,4313,Kane Brown ,Like I Love Country Music
1788,5257,A Boogie Wit da Hoodie ,Luv Is Art
1789,3548,Bring Me The Horizon ,Can You Feel My Heart
1790,405,Billie Eilish ,idontwannabeyouanymore
1791,6565,Trippie Redd ,U Deserve It
1792,817,Loud Luxury ,Body
1793,10258,Kygo ,Never Let You Go
1794,2885,Kane Brown ,Memory
1795,10210,The Beatles ,Help!  Remastered 2009
1796,760,Kendrick Lamar ,N95
1797,2036,Jason Aldean ,If I Didn't Love You
1798,8775,Rod Wave ,What's Love??
1799,179,Billie Eilish ,Happier Than Ever
1800,8860,Lauv ,Love Like That
1801,6448,Young Thug ,Jumped Out the Window
1802,9714,Tory Lanez ,Melee
1803,4187,Coldplay ,Let Somebody Go
1804,7747,Kevin Gates ,Hard For
1805,8878,Denzel Curry ,ZUU
1806,9431,Shakira ,"Whenever, Wherever"
1807,5646,Russell Dickerson ,Blue Tacoma
1808,8131,NAV ,Brown Boy
1809,7484,YoungBoy Never Broke Again ,Hold Me Down
1810,10548,Eve ,Let Me Blow Ya Mind
1811,6765,Enrique Iglesias ,SUBEME LA RADIO
1812,7246,Tom Petty ,You Don't Know How It Feels
1813,1611,Oliver Tree ,Miss You
1814,2674,Logic ,Overnight
1815,2037,Niall Horan ,Too Much To Ask
1816,6983,Sia ,Bird Set Free
1817,7030,Lorde ,Fallen Fruit
1818,2935,Kanye West ,God Is
1819,4205,Lil Baby ,Business Is Business (Lil Baby & Gunna)
1820,4884,ScHoolboy Q ,CrasH
1821,1483,J. Cole ,a m a r i
1822,10849,Cheat Codes ,Adventure
1823,3386,Lil Baby ,Detox
1824,4627,Playboi Carti ,M3tamorphosis
1825,5534,Selena Gomez ,Sober
1826,5230,Big Sean ,Inspire Me
1827,4312,Ed Sheeran ,Take Me Back to London
1828,5147,A Tribe Called Quest ,Whateva Will Be
1829,5524,Glass Animals ,I Don't Wanna Talk (I Just Wanna Dance)
1830,8239,Kodak Black ,Coolin and Booted
1831,7667,Meek Mill ,Cold Hearted
1832,1161,Lil Pump ,Esskeetit
1833,8015,Tory Lanez ,Yessirr
1834,771,Neon Trees ,Everybody Talks
1835,6308,Wale ,My Boy
1836,4887,Sam Smith ,Midnight Train
1837,4812,BLACKPINK ,Pretty Savage
1838,8904,Marshmello ,Crusade
1839,6540,Nicki Minaj ,All Things Go
1840,7448,Future ,Overdose
1841,6256,Chris Brown ,Anyway
1842,1447,DeJ Loaf ,Back Up
1843,7498,Lana Del Rey ,hope is a dangerous thing for a woman like me to have  but I have it
1844,1578,Justin Bieber ,Forever
1845,2112,Drake ,Pipe Down
1846,7009,AJR ,Way Less Sad
1847,5624,Desiigner ,Priice Tag
1848,6807,Ludacris ,Good Lovin
1849,9484,Major Lazer ,Lay Your Head On Me
1850,8051,Lady Gaga ,Sinner's Prayer
1851,9512,Ir Sais ,Dream Girl
1852,4561,Avril Lavigne ,Head Above Water
1853,5027,Future ,Million Dollar Play
1854,2285,5 Seconds of Summer ,She's Kinda Hot
1855,9078,Lil Durk ,Headtaps
1856,478,Morgan Wallen ,Cover Me Up
1857,6861,Lil Baby ,Section 8
1858,6205,Morgan Wallen ,Whatcha Think Of Country Now
1859,1416,Polo G ,GANG GANG
1860,1058,Trippie Redd ,Dark Knight Dummo (Feat. Travis Scott)
1861,808,Brett Young ,In Case You Didn't Know
1862,9106,Clairo ,Amoeba
1863,5929,BTS ,Go Go
1864,26,Joji ,SLOW DANCING IN THE DARK
1865,4428,The Chainsmokers ,My Type
1866,1243,Calvin Harris ,Promises
1867,2639,Kevin Gates ,Time for That
1868,3230,Carly Rae Jepsen ,Run Away With Me
1869,3639,Coolio ,Gangsta's Paradise
1870,10598,"Harry Connick, Jr. ",Have a Holly Jolly Christmas
1871,154,Doja Cat ,Woman
1872,4401,G,Eazy  One Of Them
1873,7208,Murda Beatz ,Banana Split
1874,1232,Jon Pardi ,Heartache On The Dance Floor
1875,10361,Beyoncé ,Pretty Hurts
1876,8135,Russ ,Alone
1877,5381,Lil Baby ,Who I Want
1878,8501,Ski Mask The Slump God ,Merlin’s Staff
1879,9182,Harry Simeone Chorale ,The Little Drummer Boy  1965 Version
1880,8592,Mariami ,Miss the Show
1881,4970,Big Sean ,Same Time Pt. 1
1882,2288,Eminem ,Mockingbird
1883,7992,Lady Gaga ,Hey Girl
1884,8400,Kings of Leon ,WALLS
1885,8660,Lil Durk ,Started From
1886,3189,Lauv ,Getting Over You
1887,1725,Post Malone ,Goodbyes
1888,2162,Imagine Dragons ,I Bet My Life
1889,1124,Louis Tomlinson ,Back to You
1890,6914,Bryson Tiller ,High Stakes
1891,5407,Marshmello ,You Can Cry
1892,9061,Florence + The Machine ,King
1893,5258,Joji ,NITROUS
1894,6782,Nicki Minaj ,Want Some More
1895,3746,Gunna ,25k jacket
1896,3174,Bing Crosby ,It's Beginning To Look A Lot Like Christmas
1897,4953,Future ,Might as Well
1898,758,Robin Schulz ,Sugar
1899,7308,Gunna ,DO BETTER
1900,8610,YoungBoy Never Broke Again ,Bat Man
1901,5760,Florida Georgia Line ,I Love My Country
1902,571,Selena Gomez ,Back To You
1903,10680,Tinashe ,Ride Of Your Life
1904,274,Calboy ,Envy Me
1905,308,Ariana Grande ,"break up with your girlfriend, i'm bored"
1906,5782,Michael Bublé ,Blue Christmas
1907,827,Drake ,Summer Sixteen
1908,8137,Future ,Turn On Me
1909,1966,Niall Horan ,Nice To Meet Ya
1910,1348,Blake Shelton ,God's Country
1911,5276,Kelsea Ballerini ,the other girl
1912,4455,Trippie Redd ,BANG!
1913,5949,Beyoncé ,Sorry  Original Demo
1914,6993,P!nk ,Hurts 2B Human
1915,8539,Metallica ,Lux Æterna
1916,9342,Mac Miller ,It Just Doesn’t Matter
1917,1013,Ariana Grande ,Break Free
1918,8928,Zach Bryan ,Younger Years
1919,3018,The Weeknd ,Here We Go… Again
1920,60,Bebe Rexha ,Meant to Be
1921,10439,Timeflies ,Stuck With Me
1922,6788,blackbear ,queen of broken hearts
1923,3799,Ariana Grande ,raindrops (an angel cried)
1924,6834,A$AP Rocky ,West Side Highway
1925,847,Mariah Carey ,Christmas (Baby Please Come Home)
1926,4400,Lil Uzi Vert ,No Auto
1927,339,SZA ,Love Galore
1928,6079,The Temptations ,My Girl
1929,7985,Paramore ,RoseColored Boy
1930,8467,Sam Smith ,Love Me More
1931,5672,Morgan Wallen ,Country A$$ Shit
1932,5588,iann dior ,Sick and Tired (ft. Machine Gun Kelly and Travis Barker)
1933,5411,Dustin Lynch ,Mind Reader
1934,8183,The xx ,Dangerous
1935,8056,Trippie Redd ,Love Scars 4
1936,9141,Gunna ,Out The Hood
1937,1888,Britney Spears ,Make Me...
